technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,definition,collection_layers,data_source_platform,contributors,data_component,type,description,source_data_element,relationship,target_data_element,references
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,process,modified,windows registry key value,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,user,modified,windows registry key,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,user,modified,windows registry key value,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file modification,activity,A file was modified.,process,modified,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file modification,activity,A file was modified.,user,modified,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",command,Information about commands that can be used through a command-line interface and/or script interpreter.,"['host', 'container']","['Windows', 'Linux', 'macOS', 'Network', 'Containers']","['Austin Clark', 'ATT&CK', 'CTID']",command execution,activity,Information about commands executed through a command-line interface and/or script interpreter.,user,executed,command,"['https://tools.ietf.org/id/draft-ietf-opsawg-tacacs-07.html#rfc.section.7.2', 'https://tools.ietf.org/html/rfc2866']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",command,Information about commands that can be used through a command-line interface and/or script interpreter.,"['host', 'container']","['Windows', 'Linux', 'macOS', 'Network', 'Containers']","['Austin Clark', 'ATT&CK', 'CTID']",command execution,activity,Information about commands executed through a command-line interface and/or script interpreter.,process,executed,command,"['https://tools.ietf.org/id/draft-ietf-opsawg-tacacs-07.html#rfc.section.7.2', 'https://tools.ietf.org/html/rfc2866']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,user,created,process,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,process,created,process,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,process,created,thread,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",module,"Information about module files consisting of one or more classes and interfaces, such as portable executable (PE) format executables/dynamic link libraries (DLL), executable and linkable format (ELF) executables/shared libraries, and Mach-O format executables/shared libraries.",['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",module load,activity,A module was loaded into a process.,process,loaded,module,"['https://docs.microsoft.com/en-us/windows/win32/api/libloaderapi/nf-libloaderapi-loadlibrarya', 'https://docs.microsoft.com/en-us/dotnet/api/system.reflection.module?view=netcore-3.1', 'https://docs.microsoft.com/en-us/windows/win32/debug/pe-format', 'https://elinux.org/Executable_and_Linkable_Format_(ELF)']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",kernel,Information associated with the operating system kernel of a host.,['host'],"['Linux', 'macOS']","['ATT&CK', 'CTID']",kernel module load,activity,A kernel module was loaded on a host.,process,loaded,kernel module,"['https://www.stigviewer.com/stig/oracle_linux_5/2016-12-20/finding/V-22383', 'https://man7.org/linux/man-pages/man2/init_module.2.html']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",driver,"Information associated with device drivers, or computer programs that operate or control a particular type of device that is attached to a computer.",['host'],"['Linux', 'macOS', 'Windows']","['ATT&CK', 'CTID']",driver load,activity,"A driver (User-mode, kernel-mode) was loaded.",process,loaded,driver,"['https://developer.apple.com/library/archive/documentation/DeviceDrivers/Conceptual/IOKitFundamentals/Features/Features.html', 'https://docs.microsoft.com/en-us/windows-hardware/drivers/gettingstarted/user-mode-and-kernel-mode']"
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",os api execution,activity,A process executed operating system api functions.,process,executed,api call,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",os api execution,activity,A process executed operating system api functions.,process,executed,system call,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,user,created,process,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,process,created,process,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",process,Information about instances of computer programs that are being executed by at least one thread.,['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",process creation,activity,A process was created.,process,created,thread,['https://docs.microsoft.com/en-us/windows/win32/procthread/processes-and-threads']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,process,modified,windows registry key,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,process,modified,windows registry key value,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,user,modified,windows registry key,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",windows registry,Information about configuration data used by applications and system components.,['host'],['Windows'],['ATT&CK'],windows registry key modification,activity,A registry key was modified.,user,modified,windows registry key value,['https://docs.microsoft.com/en-us/windows/win32/sysinfo/registry']
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",command,Information about commands that can be used through a command-line interface and/or script interpreter.,"['host', 'container']","['Windows', 'Linux', 'macOS', 'Network', 'Containers']","['Austin Clark', 'ATT&CK', 'CTID']",command execution,activity,Information about commands executed through a command-line interface and/or script interpreter.,user,executed,command,"['https://tools.ietf.org/id/draft-ietf-opsawg-tacacs-07.html#rfc.section.7.2', 'https://tools.ietf.org/html/rfc2866']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",command,Information about commands that can be used through a command-line interface and/or script interpreter.,"['host', 'container']","['Windows', 'Linux', 'macOS', 'Network', 'Containers']","['Austin Clark', 'ATT&CK', 'CTID']",command execution,activity,Information about commands executed through a command-line interface and/or script interpreter.,process,executed,command,"['https://tools.ietf.org/id/draft-ietf-opsawg-tacacs-07.html#rfc.section.7.2', 'https://tools.ietf.org/html/rfc2866']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file creation,activity,A file was created.,process,created,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file modification,activity,A file was modified.,process,modified,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file modification,activity,A file was modified.,user,modified,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",wmi,"Information about objects from system classes (such as providers, filters, and consumers) that support Windows Management Instrumentation (WMI) activitites.",['host'],['Windows'],"['ATT&CK', 'CTID']",wmi creation,activity,"A WMI object (filter, consumer, subscription, binding, provider) was created.",user,created,wmi object,"['https://docs.microsoft.com/en-us/windows/win32/wmisdk/wmi-system-classes', 'https://docs.microsoft.com/en-us/windows/win32/wmisdk/wmi-architecture']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file metadata,information,Data and information that describe a file and activity around it.,process,created,file stream,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file metadata,information,Data and information that describe a file and activity around it.,process,retrieved information about,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,"Information about file objects (All file systems) that represent computer resources that can be managed by the I/O system. This data source can be used as a reference to extend the concepts of other data sources such as driver, module, and network share.",['host'],"['Windows', 'Linux', 'macOS', 'Network']","['ATT&CK', 'CTID']",file metadata,information,Data and information that describe a file and activity around it.,user,retrieved information about,file,"['https://docs.microsoft.com/en-us/windows/win32/fileio/file-management', 'https://docs.microsoft.com/en-us/windows/win32/fileio/file-streams', 'https://docs.microsoft.com/en-us/troubleshoot/windows-client/backup-and-storage/fat-hpfs-and-ntfs-file-systems']"
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",module,"Information about module files consisting of one or more classes and interfaces, such as portable executable (PE) format executables/dynamic link libraries (DLL), executable and linkable format (ELF) executables/shared libraries, and Mach-O format executables/shared libraries.",['host'],"['Windows', 'Linux', 'macOS']","['ATT&CK', 'CTID']",module load,activity,A module was loaded into a process.,process,loaded,module,"['https://docs.microsoft.com/en-us/windows/win32/api/libloaderapi/nf-libloaderapi-loadlibrarya', 'https://docs.microsoft.com/en-us/dotnet/api/system.reflection.module?view=netcore-3.1', 'https://docs.microsoft.com/en-us/windows/win32/debug/pe-format', 'https://elinux.org/Executable_and_Linkable_Format_(ELF)']"
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,requested modification of,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,service principal,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,enabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,disabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,locked,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,unlocked,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,granted access to,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,removed access from,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",group,Information about collections of accounts or permissions within an organization.,"['host', 'cloud']","['Windows', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Google Workspace']","['ATT&CK', 'CTID']",group modification,activity,A group was modified.,user,modified,group,['https://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",group,Information about collections of accounts or permissions within an organization.,"['host', 'cloud']","['Windows', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Google Workspace']","['ATT&CK', 'CTID']",group modification,activity,A group was modified.,user,added,user,['https://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",group,Information about collections of accounts or permissions within an organization.,"['host', 'cloud']","['Windows', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Google Workspace']","['ATT&CK', 'CTID']",group modification,activity,A group was modified.,user,removed,user,['https://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,requested modification of,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,service principal,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,enabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,disabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,locked,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,unlocked,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,granted access to,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,removed access from,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,requested modification of,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,modified,service principal,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,enabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,"The representation of a user, device, service or application that access resources within a network environment. It has login capabilities and can be authenticated by an operating system, application or platform.","['host', 'cloud', 'container']","['Windows', 'Linux', 'macOS', 'IaaS', 'SaaS', 'Office 365', 'Azure AD', 'Containers', 'Google Workspace']","['ATT&CK', 'CTID']",user account modification,activity,A user account was modified.,user,disabled,user,['https://docs.microsoft.com/en-us/windows/security/identity-protection/access-control/security-principals']
