technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace']",user account,user account authentication
T1550,False,Use Alternate Authentication Material,"['defense-evasion', 'lateral-movement']","['Windows', 'Office 365', 'SaaS', 'Google Workspace']",active directory,active directory credential request
T1548.004,True,Elevated Execution with Prompt,"['privilege-escalation', 'defense-evasion']",['macOS'],process,os api execution
T1548.004,True,Elevated Execution with Prompt,"['privilege-escalation', 'defense-evasion']",['macOS'],process,process creation
T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",process,process metadata
T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",process,process creation
T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",command,command execution
T1548.003,True,Sudo and Sudo Caching,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",file,file modification
T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],process,process metadata
T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],process,process creation
T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],windows registry,windows registry key modification
T1548.002,True,Bypass User Account Control,"['privilege-escalation', 'defense-evasion']",['Windows'],command,command execution
T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",command,command execution
T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",file,file metadata
T1548.001,True,Setuid and Setgid,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS']",file,file modification
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",process,process metadata
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",process,process creation
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",command,command execution
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",file,file metadata
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",file,file modification
T1548,False,Abuse Elevation Control Mechanism,"['privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",process,os api execution
T1136.003,True,Cloud Account,['persistence'],"['Azure AD', 'Office 365', 'IaaS', 'Google Workspace']",user account,user account creation
T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",file,file deletion
T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",file,file modification
T1070.002,True,Clear Linux or Mac System Logs,['defense-evasion'],"['Linux', 'macOS']",command,command execution
T1070.001,True,Clear Windows Event Logs,['defense-evasion'],['Windows'],process,os api execution
T1070.001,True,Clear Windows Event Logs,['defense-evasion'],['Windows'],command,command execution
T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",user account,user account creation
T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",process,process creation
T1136.002,True,Domain Account,['persistence'],"['Windows', 'macOS', 'Linux']",command,command execution
T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",user account,user account creation
T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",process,process creation
T1136.001,True,Local Account,['persistence'],"['Linux', 'macOS', 'Windows']",command,command execution
T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],file,file creation
T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1547.011,True,Plist Modification,"['persistence', 'privilege-escalation']",['macOS'],process,process creation
T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],file,file creation
T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],process,os api execution
T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.010,True,Port Monitors,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],file,file creation
T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],file,file modification
T1547.009,True,Shortcut Modification,"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],driver,driver load
T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],file,file modification
T1547.008,True,LSASS Driver,"['persistence', 'privilege-escalation']",['Windows'],file,file creation
T1547.007,True,Re-opened Applications,"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1547.007,True,Re-opened Applications,"['persistence', 'privilege-escalation']",['macOS'],command,command execution
T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",command,command execution
T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",file,file creation
T1547.006,True,Kernel Modules and Extensions,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",kernel,kernel module load
T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.005,True,Security Support Provider,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.004,True,Winlogon Helper DLL,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1547.003,True,Time Providers,"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],process,process creation
T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],command,command execution
T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],file,file modification
T1546.014,True,Emond,"['privilege-escalation', 'persistence']",['macOS'],file,file creation
T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],file,file modification
T1546.013,True,PowerShell Profile,"['privilege-escalation', 'persistence']",['Windows'],file,file creation
T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.012,True,Image File Execution Options Injection,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],process,process creation
T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],module,module load
T1218.008,True,Odbcconf,['defense-evasion'],['Windows'],command,command execution
T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],module,module load
T1546.011,True,Application Shimming,"['privilege-escalation', 'persistence']",['Windows'],file,file modification
T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],module,module load
T1547.002,True,Authentication Package,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.010,True,AppInit DLLs,"['privilege-escalation', 'persistence']",['Windows'],module,module load
T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.009,True,AppCert DLLs,"['privilege-escalation', 'persistence']",['Windows'],module,module load
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],process,process creation
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],module,module load
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],command,command execution
T1218.007,True,Msiexec,['defense-evasion'],['Windows'],network traffic,network connection creation
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file creation
T1546.008,True,Accessibility Features,"['privilege-escalation', 'persistence']",['Windows'],file,file modification
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.007,True,Netsh Helper DLL,"['privilege-escalation', 'persistence']",['Windows'],module,module load
T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],process,process creation
T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],command,command execution
T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],file,file metadata
T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],file,file modification
T1546.006,True,LC_LOAD_DYLIB Addition,"['privilege-escalation', 'persistence']",['macOS'],module,module load
T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",process,process creation
T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",command,command execution
T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",file,file creation
T1546.005,True,Trap,"['privilege-escalation', 'persistence']","['macOS', 'Linux']",file,file modification
T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",process,process creation
T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",command,command execution
T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",file,file creation
T1546.004,True,Unix Shell Configuration Modification,"['privilege-escalation', 'persistence']","['Linux', 'macOS']",file,file modification
T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.003,True,Windows Management Instrumentation Event Subscription,"['privilege-escalation', 'persistence']",['Windows'],wmi,wmi creation
T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],file,file creation
T1546.002,True,Screensaver,"['privilege-escalation', 'persistence']",['Windows'],file,file modification
T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],process,process creation
T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],windows registry,windows registry key modification
T1546.001,True,Change Default File Association,"['privilege-escalation', 'persistence']",['Windows'],command,command execution
T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key creation
T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],file,file modification
T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1547.001,True,Registry Run Keys / Startup Folder,"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],process,process creation
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],file,file creation
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],module,module load
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],process,os api execution
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],command,command execution
T1218.002,True,Control Panel,['defense-evasion'],['Windows'],windows registry,windows registry key modification
T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],process,process creation
T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],module,module load
T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],command,command execution
T1218.010,True,Regsvr32,['defense-evasion'],['Windows'],network traffic,network connection creation
T1218.009,True,Regsvcs/Regasm,['defense-evasion'],['Windows'],process,process creation
T1218.009,True,Regsvcs/Regasm,['defense-evasion'],['Windows'],command,command execution
T1218.005,True,Mshta,['defense-evasion'],['Windows'],process,process creation
T1218.005,True,Mshta,['defense-evasion'],['Windows'],file,file creation
T1218.005,True,Mshta,['defense-evasion'],['Windows'],command,command execution
T1218.005,True,Mshta,['defense-evasion'],['Windows'],network traffic,network connection creation
T1218.004,True,InstallUtil,['defense-evasion'],['Windows'],process,process creation
T1218.004,True,InstallUtil,['defense-evasion'],['Windows'],command,command execution
T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],process,process creation
T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],file,file creation
T1218.001,True,Compiled HTML File,['defense-evasion'],['Windows'],command,command execution
T1218.003,True,CMSTP,['defense-evasion'],['Windows'],process,process creation
T1218.003,True,CMSTP,['defense-evasion'],['Windows'],command,command execution
T1218.003,True,CMSTP,['defense-evasion'],['Windows'],network traffic,network connection creation
T1218.011,True,Rundll32,['defense-evasion'],['Windows'],process,process creation
T1218.011,True,Rundll32,['defense-evasion'],['Windows'],command,command execution
T1218.011,True,Rundll32,['defense-evasion'],['Windows'],module,module load
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,file creation
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",windows registry,windows registry key creation
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",file,file modification
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",command,command execution
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,process creation
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",module,module load
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",kernel,kernel module load
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",driver,driver load
T1547,False,Boot or Logon Autostart Execution,"['persistence', 'privilege-escalation']","['Linux', 'macOS', 'Windows']",process,os api execution
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",process,process creation
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",windows registry,windows registry key modification
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",command,command execution
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,file creation
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,file modification
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",wmi,wmi creation
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",file,file metadata
T1546,False,Event Triggered Execution,"['privilege-escalation', 'persistence']","['Linux', 'macOS', 'Windows']",module,module load
T1098.003,True,Add Office 365 Global Administrator Role,['persistence'],['Office 365'],user account,user account modification
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",group,group modification
T1098.002,True,Exchange Email Delegate Permissions,['persistence'],"['Windows', 'Office 365']",user account,user account modification
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",user account,user account modification
T1098.001,True,Additional Cloud Credentials,['persistence'],"['IaaS', 'Azure AD']",active directory,active directory object modification
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],file,file creation
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],process,process creation
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],command,command execution
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],service,service creation
T1543.004,True,Launch Daemon,"['persistence', 'privilege-escalation']",['macOS'],service,service modification
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],service,service creation
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],service,service modification
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],process,os api execution
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key creation
T1543.003,True,Windows Service,"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key modification
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],file,file creation
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],file,file modification
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],process,process creation
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],command,command execution
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],service,service creation
T1543.002,True,Systemd Service,"['persistence', 'privilege-escalation']",['Linux'],service,service modification
T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],file,file creation
T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],command,command execution
T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],service,service creation
T1543.001,True,Launch Agent,"['persistence', 'privilege-escalation']",['macOS'],service,service modification
T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],file,file creation
T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],process,process creation
T1037.005,True,Startup Items,"['persistence', 'privilege-escalation']",['macOS'],command,command execution
T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",file,file creation
T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",file,file modification
T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",process,process creation
T1037.004,True,RC Scripts,"['persistence', 'privilege-escalation']","['macOS', 'Linux']",command,command execution
T1055.012,True,Process Hollowing,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.012,True,Process Hollowing,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1055.013,True,Process Doppelgänging,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.013,True,Process Doppelgänging,"['defense-evasion', 'privilege-escalation']",['Windows'],file,file metadata
T1055.011,True,Extra Window Memory Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.014,True,VDSO Hijacking,"['defense-evasion', 'privilege-escalation']",['Linux'],process,os api execution
T1055.014,True,VDSO Hijacking,"['defense-evasion', 'privilege-escalation']",['Linux'],module,module load
T1055.009,True,Proc Memory,"['defense-evasion', 'privilege-escalation']",['Linux'],file,file modification
T1055.008,True,Ptrace System Calls,"['defense-evasion', 'privilege-escalation']",['Linux'],process,os api execution
T1055.008,True,Ptrace System Calls,"['defense-evasion', 'privilege-escalation']",['Linux'],process,process access
T1055.005,True,Thread Local Storage,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.005,True,Thread Local Storage,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1055.004,True,Asynchronous Procedure Call,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.004,True,Asynchronous Procedure Call,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1055.003,True,Thread Execution Hijacking,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.003,True,Thread Execution Hijacking,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1055.002,True,Portable Executable Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.002,True,Portable Executable Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1055.001,True,Dynamic-link Library Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],module,module load
T1055.001,True,Dynamic-link Library Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1055.001,True,Dynamic-link Library Injection,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process access
T1037.003,True,Network Logon Script,"['persistence', 'privilege-escalation']",['Windows'],file,file creation
T1037.003,True,Network Logon Script,"['persistence', 'privilege-escalation']",['Windows'],file,file modification
T1037.003,True,Network Logon Script,"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1037.003,True,Network Logon Script,"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1037.003,True,Network Logon Script,"['persistence', 'privilege-escalation']",['Windows'],active directory,active directory object modification
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",service,service creation
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",service,service modification
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",process,process creation
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",process,os api execution
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",command,command execution
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",windows registry,windows registry key creation
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",windows registry,windows registry key modification
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",file,file creation
T1543,False,Create or Modify System Process,"['persistence', 'privilege-escalation']","['Windows', 'macOS', 'Linux']",file,file modification
T1037.002,True,Logon Script (Mac),"['persistence', 'privilege-escalation']",['macOS'],file,file creation
T1037.002,True,Logon Script (Mac),"['persistence', 'privilege-escalation']",['macOS'],file,file modification
T1037.002,True,Logon Script (Mac),"['persistence', 'privilege-escalation']",['macOS'],process,process creation
T1037.002,True,Logon Script (Mac),"['persistence', 'privilege-escalation']",['macOS'],command,command execution
T1037.001,True,Logon Script (Windows),"['persistence', 'privilege-escalation']",['Windows'],windows registry,windows registry key creation
T1037.001,True,Logon Script (Windows),"['persistence', 'privilege-escalation']",['Windows'],process,process creation
T1037.001,True,Logon Script (Windows),"['persistence', 'privilege-escalation']",['Windows'],command,command execution
T1542.003,True,Bootkit,"['persistence', 'defense-evasion']","['Linux', 'Windows']",drive,drive modification
T1542.002,True,Component Firmware,"['persistence', 'defense-evasion']",['Windows'],driver,driver metadata
T1542.002,True,Component Firmware,"['persistence', 'defense-evasion']",['Windows'],firmware,firmware modification
T1542.002,True,Component Firmware,"['persistence', 'defense-evasion']",['Windows'],process,os api execution
T1542.001,True,System Firmware,"['persistence', 'defense-evasion']",['Windows'],firmware,firmware modification
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",file,file creation
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",file,file modification
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",process,process creation
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",network traffic,network traffic content
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",network traffic,network traffic flow
T1505.003,True,Web Shell,['persistence'],"['Linux', 'Windows', 'macOS']",application log,application log content
T1505.002,True,Transport Agent,['persistence'],"['Linux', 'Windows']",file,file creation
T1505.002,True,Transport Agent,['persistence'],"['Linux', 'Windows']",application log,application log content
T1505.001,True,SQL Stored Procedures,['persistence'],"['Windows', 'Linux']",application log,application log content
T1053.003,True,Cron,"['execution', 'persistence', 'privilege-escalation']","['Linux', 'macOS']",scheduled job,scheduled job creation
T1053.003,True,Cron,"['execution', 'persistence', 'privilege-escalation']","['Linux', 'macOS']",command,command execution
T1053.003,True,Cron,"['execution', 'persistence', 'privilege-escalation']","['Linux', 'macOS']",file,file modification
T1053.003,True,Cron,"['execution', 'persistence', 'privilege-escalation']","['Linux', 'macOS']",process,process creation
T1053.004,True,Launchd,"['execution', 'persistence', 'privilege-escalation']",['macOS'],scheduled job,scheduled job creation
T1053.004,True,Launchd,"['execution', 'persistence', 'privilege-escalation']",['macOS'],command,command execution
T1053.004,True,Launchd,"['execution', 'persistence', 'privilege-escalation']",['macOS'],file,file modification
T1053.004,True,Launchd,"['execution', 'persistence', 'privilege-escalation']",['macOS'],process,process creation
T1053.001,True,At (Linux),"['execution', 'persistence', 'privilege-escalation']",['Linux'],scheduled job,scheduled job creation
T1053.001,True,At (Linux),"['execution', 'persistence', 'privilege-escalation']",['Linux'],command,command execution
T1053.001,True,At (Linux),"['execution', 'persistence', 'privilege-escalation']",['Linux'],process,process creation
T1053.005,True,Scheduled Task,"['execution', 'persistence', 'privilege-escalation']",['Windows'],scheduled job,scheduled job creation
